"";"PROBEID";"SYMBOL";"ENTREZID";"GENENAME";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"1";"1415677_at";"Dhrs1";"52585";"dehydrogenase/reductase 1";0,108642754867148;7,93253621549908;0,36131809362627;0,721302848114048;0,99992247651351;-4,63723911140506
"2";"1415680_at";"Anapc1";"17222";"anaphase promoting complex subunit 1";-0,0321238095829095;7,20064845528619;-0,118810124485242;0,906502224276483;0,99992247651351;-4,64281663517234
"3";"1415682_at";"Xpo7";"65246";"exportin 7";0,122319549980443;10,2100610190952;0,293345453930024;0,772002970718136;0,99992247651351;-4,63936412179105
"4";"1415688_at";"Ube2g1";"67128";"ubiquitin-conjugating enzyme E2G 1";-0,00876001666968662;8,50968303233527;-0,0313871862261043;0,975243313030779;0,99992247651351;-4,64344915565135
"5";"1415691_at";"Dlg1";"13383";"discs large MAGUK scaffold protein 1";-0,106444791955528;7,95621878542297;-0,368407752624729;0,716084769832254;0,99992247651351;-4,63699258440823
"6";"1415699_a_at";"Gps1";"209318";"G protein pathway suppressor 1";-0,135025659985587;8,54110446915903;-0,483961405633216;0,633188090772564;0,99992247651351;-4,63231999947757
"7";"1415703_at";"Huwe1";"59026";"HECT, UBA and WWE domain containing 1";0,0245218827191636;8,18770681176533;0,0766534886988362;0,939590920187614;0,99992247651351;-4,64321348571319
"8";"1415704_a_at";"Cdv3";"321022";"carnitine deficiency-associated gene expressed in ventricle 3";-0,000902526888769017;8,72962282730386;-0,00385238144144126;0,996960915062928;0,99992247651351;-4,64349592535521
"9";"1415708_at";"Tug1";"544752";"taurine upregulated gene 1";-0,0464447096326133;9,30211303928145;-0,151898203347049;0,880649348400224;0,99992247651351;-4,642385567774
"10";"1415725_at";"Rrn3";"106298";"RRN3 RNA polymerase I transcription factor homolog (yeast)";-0,114693391234449;7,07654105425589;-0,385598077866735;0,703491638397516;0,99992247651351;-4,63637542219388
"11";"1415726_at";"Ankrd17";"81702";"ankyrin repeat domain 17";-0,136380670901739;7,44256076274204;-0,48659496089994;0,631349932194892;0,99992247651351;-4,63219926688515
"12";"1415729_at";"Pdpk1";"18607";"3-phosphoinositide dependent protein kinase 1";-0,111192837940058;8,29257067457854;-0,380590530186432;0,707151248543219;0,99992247651351;-4,63655803482291
"13";"1415730_at";"Cpsf7";"269061";"cleavage and polyadenylation specific factor 7";-0,0146505339109488;8,2864126040907;-0,0517558096091345;0,95918957251592;0,99992247651351;-4,64336753701807
